speed,shield_distance,algorithm,timeLoss,lateral_collisions,rear_end_collisions
50,100,a2c,21.06,44,22
50,100,a2c,48.11,53,37
30,0,a2c,14.22,354,69
30,0,a2c,13.95,321,68
30,0,a2c,13.68,365,76
30,0,a2c,14.94,340,67
30,0,a2c,13.94,299,68
30,0,a2c,14.16,342,63
30,0,a2c,14.6,330,88
30,0,a2c,14.66,372,78
30,0,a2c,14.47,318,67
30,0,a2c,13.85,309,65
30,0,a2c,14.46,309,67
30,0,a2c,14.19,319,76
30,0,a2c,13.95,350,66
30,0,a2c,14.14,316,80
30,0,a2c,14.64,342,82
30,0,a2c,14.34,314,66
30,0,a2c,14.26,340,85
30,0,a2c,14.26,338,64
30,0,a2c,14.17,336,72
30,0,a2c,13.74,364,73
30,0,a2c,14.77,323,67
30,0,a2c,14.16,341,62
30,0,a2c,14.04,353,84
30,0,a2c,14.94,338,62
30,0,a2c,13.85,322,86
30,0,a2c,14.0,321,62
30,0,a2c,14.17,338,69
30,0,a2c,14.33,317,74
30,0,a2c,14.43,318,68
30,0,a2c,14.35,368,75
30,0,a2c,14.28,357,73
30,0,a2c,13.88,330,67
30,0,a2c,14.73,367,76
30,0,a2c,14.1,325,66
30,0,a2c,14.14,325,68
30,0,a2c,14.19,373,80
30,0,a2c,14.64,337,77
30,0,a2c,13.66,336,56
30,0,a2c,14.01,341,65
30,0,a2c,14.37,338,75
30,0,a2c,13.92,344,72
30,0,a2c,13.54,313,71
30,0,a2c,14.0,336,63
30,0,a2c,13.84,325,72
30,0,a2c,13.6,360,76
30,0,a2c,13.71,333,78
30,0,a2c,14.23,322,73
30,0,a2c,13.92,366,74
30,0,a2c,14.43,321,80
30,0,a2c,13.76,359,75
30,0,a2c,14.17,335,64
30,0,a2c,14.06,287,58
30,0,a2c,14.36,343,64
30,0,a2c,13.63,306,68
30,0,a2c,13.67,332,72
30,0,a2c,13.74,312,69
30,0,a2c,14.33,307,79
30,0,a2c,13.94,346,63
30,0,a2c,14.83,337,85
30,0,a2c,14.31,303,74
30,0,a2c,14.07,337,67
30,0,a2c,14.44,355,74
30,0,a2c,14.02,321,68
30,0,a2c,14.0,322,69
30,0,a2c,13.84,356,71
30,0,a2c,14.22,301,76
30,0,a2c,13.28,320,58
30,0,a2c,14.17,369,64
30,0,a2c,14.15,330,82
30,0,a2c,14.18,315,71
30,0,a2c,14.77,295,79
30,0,a2c,14.41,357,70
30,0,a2c,13.85,339,73
30,0,a2c,14.08,339,79
30,0,a2c,13.87,329,78
30,0,a2c,13.54,331,82
30,0,a2c,13.87,330,68
30,0,a2c,13.7,301,69
30,0,a2c,13.69,323,68
30,0,a2c,14.05,351,66
30,0,a2c,14.09,296,76
30,0,a2c,14.03,319,45
30,0,a2c,14.09,313,74
30,0,a2c,14.11,330,65
30,0,a2c,13.9,328,54
30,0,a2c,14.29,336,61
30,0,a2c,14.15,329,84
30,0,a2c,13.94,306,48
30,0,a2c,14.03,322,66
30,0,a2c,14.19,322,58
30,0,a2c,14.12,341,73
30,0,a2c,13.56,348,74
30,0,a2c,13.91,373,83
30,0,a2c,13.59,314,75
30,0,a2c,13.82,328,67
30,0,a2c,14.22,332,70
30,0,a2c,13.88,331,58
30,0,a2c,14.73,335,78
30,0,a2c,14.08,300,57
30,0,a2c,14.34,356,73
30,0,a2c,14.82,380,81
30,0,a2c,14.56,353,70
30,0,a2c,14.43,325,74
30,0,a2c,13.83,332,78
30,0,a2c,14.04,298,69
30,0,a2c,14.5,374,67
30,0,a2c,13.79,323,77
30,0,a2c,14.31,383,69
30,0,a2c,13.93,326,62
30,0,a2c,14.35,354,77
30,0,a2c,14.65,313,69
30,0,a2c,13.59,335,75
30,0,a2c,13.84,311,77
30,0,a2c,13.92,344,52
30,0,a2c,14.13,323,68
30,0,a2c,14.16,317,68
30,0,a2c,14.77,325,66
30,0,a2c,13.82,340,82
30,0,a2c,14.04,359,60
30,0,a2c,13.89,314,63
30,0,a2c,13.88,340,68
30,0,a2c,13.83,289,59
30,0,a2c,13.93,313,76
30,0,a2c,14.04,294,73
30,0,a2c,13.73,332,60
30,0,a2c,14.01,317,68
30,0,a2c,13.87,317,51
30,0,a2c,14.34,341,74
30,0,a2c,13.62,317,58
30,0,a2c,14.21,322,74
30,0,a2c,14.3,340,70
30,0,a2c,14.24,332,67
30,0,a2c,14.03,321,68
30,0,a2c,14.46,317,62
30,0,a2c,14.05,340,71
30,0,a2c,13.68,316,75
30,0,a2c,13.97,316,83
30,0,a2c,14.32,308,64
30,0,a2c,13.64,377,81
30,0,a2c,13.98,316,69
30,0,a2c,13.87,337,64
30,0,a2c,14.05,288,73
30,0,a2c,13.94,313,59
30,0,a2c,14.1,309,75
30,0,a2c,13.9,319,76
30,0,a2c,14.31,320,66
30,0,a2c,14.25,344,72
30,0,a2c,14.27,347,67
30,0,a2c,13.86,339,68
30,0,a2c,13.67,332,65
30,0,a2c,13.8,321,58
30,0,a2c,13.74,321,73
30,0,a2c,14.1,308,65
30,0,a2c,13.94,318,65
30,0,a2c,13.88,299,64
30,0,a2c,14.08,305,78
30,0,a2c,14.5,344,70
30,0,a2c,13.95,342,74
30,0,a2c,14.23,383,56
30,0,a2c,14.0,296,76
30,0,a2c,14.35,362,51
30,0,a2c,13.97,309,75
30,0,a2c,13.81,320,88
30,0,a2c,13.97,327,66
30,0,a2c,14.21,296,74
30,0,a2c,14.1,337,58
30,0,a2c,14.19,361,78
30,0,a2c,14.28,347,74
30,0,a2c,14.03,326,62
30,0,a2c,13.87,344,60
30,0,a2c,13.74,314,74
30,0,a2c,14.29,345,67
30,0,a2c,13.9,301,64
30,0,a2c,14.29,359,67
30,0,a2c,13.84,333,67
30,0,a2c,13.85,353,74
30,0,a2c,13.87,310,82
30,0,a2c,13.59,335,78
30,0,a2c,14.48,330,68
30,0,a2c,14.69,335,70
30,0,a2c,13.86,319,67
30,0,a2c,13.86,302,67
30,0,a2c,13.72,324,59
30,0,a2c,13.86,342,65
30,0,a2c,13.7,311,72
30,0,a2c,14.14,339,73
30,0,a2c,14.05,330,74
30,0,a2c,14.08,347,73
30,0,a2c,14.54,320,78
30,0,a2c,14.18,314,67
30,0,a2c,14.14,319,77
30,0,a2c,14.47,347,73
30,0,a2c,14.45,345,75
30,0,a2c,13.76,337,70
30,0,a2c,14.27,337,71
30,0,a2c,13.62,311,70
30,0,a2c,14.26,344,73
30,0,a2c,14.2,327,69
30,0,a2c,13.85,343,72
30,0,a2c,14.19,324,69
30,0,a2c,14.08,333,58
30,0,a2c,14.01,335,63
30,0,a2c,13.5,297,80
30,0,a2c,14.28,337,63
30,0,a2c,14.71,347,73
30,0,a2c,14.24,344,71
30,0,a2c,14.24,347,91
30,0,a2c,14.11,318,57
30,0,a2c,14.15,327,73
30,0,a2c,13.54,363,57
30,0,a2c,14.04,304,72
30,0,a2c,14.46,305,90
30,0,a2c,14.18,377,69
30,0,a2c,13.94,331,59
30,0,a2c,13.66,308,68
30,0,a2c,13.95,360,73
30,0,a2c,14.3,384,56
30,0,a2c,14.61,327,67
30,0,a2c,14.04,322,74
30,0,a2c,14.27,334,75
30,0,a2c,14.2,307,81
30,0,a2c,14.54,329,66
30,0,a2c,13.65,280,71
30,0,a2c,13.95,368,60
30,0,a2c,14.11,347,65
30,0,a2c,14.2,310,80
30,0,a2c,14.43,297,68
30,0,a2c,14.26,327,57
30,0,a2c,13.32,327,75
30,0,a2c,13.81,321,72
30,0,a2c,14.47,345,77
30,0,a2c,13.96,325,61
30,0,a2c,13.81,334,72
30,0,a2c,14.46,291,75
30,0,a2c,14.09,371,51
30,0,a2c,14.08,325,81
30,0,a2c,14.08,353,74
30,0,a2c,14.22,283,67
30,0,a2c,14.39,315,92
30,0,a2c,14.65,344,71
30,0,a2c,13.9,320,87
30,0,a2c,14.39,330,86
30,0,a2c,14.54,341,57
30,0,a2c,14.07,313,67
30,0,a2c,13.79,291,60
30,0,a2c,13.85,312,74
30,0,a2c,13.49,309,70
30,0,a2c,13.72,328,98
30,0,a2c,13.93,321,63
30,0,a2c,14.09,342,67
30,0,a2c,14.31,350,67
30,0,a2c,14.76,346,67
30,0,a2c,14.11,307,80
30,0,a2c,13.79,310,69
30,0,a2c,14.37,349,61
30,0,a2c,13.98,352,80
30,0,a2c,14.03,334,76
30,0,a2c,14.91,336,53
30,0,a2c,14.79,339,82
30,0,a2c,14.26,356,50
30,0,a2c,14.09,328,67
30,0,a2c,14.06,314,69
30,0,a2c,13.94,353,79
30,0,a2c,14.88,334,69
30,0,a2c,13.81,334,80
30,0,a2c,14.05,304,79
30,0,a2c,14.54,313,89
30,0,a2c,14.01,350,74
30,0,a2c,14.85,323,68
30,0,a2c,14.6,313,68
30,0,a2c,14.55,349,67
30,0,a2c,13.79,313,59
30,0,a2c,13.49,338,68
30,0,a2c,14.46,318,70
30,0,a2c,13.99,337,68
30,0,a2c,14.16,365,70
30,0,a2c,14.22,349,66
30,0,a2c,14.57,349,77
30,0,a2c,14.06,310,64
30,0,a2c,14.19,312,78
30,0,a2c,14.42,364,52
30,0,a2c,13.82,340,92
30,0,a2c,14.68,353,64
30,0,a2c,14.34,329,77
30,0,a2c,13.5,329,67
30,0,a2c,14.74,329,56
30,0,a2c,13.68,330,67
30,0,a2c,14.5,338,69
30,0,a2c,14.56,337,65
30,0,a2c,13.91,332,68
30,0,a2c,14.4,332,60
30,0,a2c,14.04,371,91
30,0,a2c,13.85,353,56
30,0,a2c,14.28,354,83
30,0,a2c,14.03,343,68
30,0,a2c,13.92,351,86
30,0,a2c,14.0,330,71
30,0,a2c,13.98,303,58
30,0,a2c,14.13,312,69
30,0,a2c,14.11,299,71
100,0,trpo,46.23,3,4
100,0,trpo,29.79,0,0
100,0,trpo,38.46,1,3
100,0,trpo,39.09,0,1
100,0,trpo,31.38,0,0
100,0,trpo,36.8,2,1
100,0,trpo,36.07,1,0
100,0,trpo,36.92,3,0
100,0,trpo,40.47,2,1
100,0,trpo,34.45,1,2
100,0,trpo,31.2,0,0
100,0,trpo,42.39,2,0
100,0,trpo,29.16,0,0
100,0,trpo,39.6,0,0
100,0,trpo,39.23,4,5
100,0,trpo,28.29,2,0
100,0,trpo,45.21,8,7
100,0,trpo,51.09,3,3
100,0,trpo,35.46,0,0
100,0,trpo,39.72,2,2
100,0,trpo,36.38,1,2
100,0,trpo,36.2,0,0
100,0,trpo,35.05,1,0
100,0,trpo,35.95,1,1
100,0,trpo,36.16,5,2
100,0,trpo,36.69,0,0
100,0,trpo,37.94,0,0
100,0,trpo,33.64,0,0
100,0,trpo,42.42,1,2
100,0,trpo,43.85,8,1
100,0,trpo,33.84,3,0
100,0,trpo,37.44,4,3
100,0,trpo,34.18,2,2
100,0,trpo,29.4,0,0
100,0,trpo,33.59,1,1
100,0,trpo,32.9,0,0
100,0,trpo,36.02,4,2
100,0,trpo,42.32,5,7
100,0,trpo,42.46,2,2
100,0,trpo,37.92,5,3
100,0,trpo,42.4,3,2
100,0,trpo,44.61,6,0
100,0,trpo,31.68,2,1
100,0,trpo,37.06,0,1
100,0,trpo,38.77,0,2
100,0,trpo,32.33,3,3
100,0,trpo,34.85,0,0
100,0,trpo,36.33,4,2
100,0,trpo,46.47,4,2
100,0,trpo,38.88,1,1
100,0,trpo,46.33,4,2
100,0,trpo,36.43,2,0
100,0,trpo,37.18,5,0
100,0,trpo,37.73,2,0
100,0,trpo,35.04,0,2
100,0,trpo,32.81,1,0
100,0,trpo,33.46,0,0
100,0,trpo,35.19,4,2
100,0,trpo,49.38,2,1
100,0,trpo,32.51,1,4
100,0,trpo,32.63,4,2
100,0,trpo,41.06,1,1
100,0,trpo,44.98,6,5
100,0,trpo,42.2,5,2
100,0,trpo,32.75,2,1
100,0,trpo,38.82,3,1
100,0,trpo,38.65,0,1
100,0,trpo,35.15,0,0
100,0,trpo,35.85,0,0
100,0,trpo,45.6,4,6
100,0,trpo,29.35,3,1
100,0,trpo,37.57,0,2
100,0,trpo,33.16,3,0
100,0,trpo,34.25,0,0
100,0,trpo,31.86,0,0
100,0,trpo,39.52,1,3
100,0,trpo,39.6,5,0
100,0,trpo,40.53,1,2
100,0,trpo,34.29,1,1
100,0,trpo,35.89,0,0
100,0,trpo,34.5,0,0
100,0,trpo,36.81,0,0
100,0,trpo,43.66,4,6
100,0,trpo,51.15,4,5
100,0,trpo,38.9,0,3
100,0,trpo,35.56,0,0
100,0,trpo,30.3,0,0
100,0,trpo,37.41,2,5
100,0,trpo,35.28,0,0
100,0,trpo,32.6,0,0
100,0,trpo,35.57,3,2
100,0,trpo,39.2,0,0
100,0,trpo,44.88,3,4
100,0,trpo,33.37,0,0
100,0,trpo,33.15,0,0
100,0,trpo,41.94,2,1
100,0,trpo,36.01,6,2
100,0,trpo,32.76,0,0
100,0,trpo,33.71,1,1
100,0,trpo,32.85,0,0
100,0,trpo,45.1,6,3
100,0,trpo,32.04,0,0
100,0,trpo,39.12,5,4
100,0,trpo,40.67,0,2
100,0,trpo,36.45,0,0
100,0,trpo,40.61,1,4
100,0,trpo,36.95,2,0
100,0,trpo,36.04,3,0
100,0,trpo,31.34,0,2
100,0,trpo,31.97,0,0
100,0,trpo,29.8,0,0
100,0,trpo,44.28,1,2
100,0,trpo,43.22,1,6
100,0,trpo,35.62,3,3
100,0,trpo,33.0,0,0
100,0,trpo,40.13,2,2
100,0,trpo,37.06,3,3
100,0,trpo,39.74,0,0
100,0,trpo,32.28,0,0
100,0,trpo,31.84,0,0
100,0,trpo,31.92,7,0
100,0,trpo,42.18,0,2
100,0,trpo,48.08,0,3
100,0,trpo,35.74,0,0
100,0,trpo,35.06,0,0
100,0,trpo,45.08,5,0
100,0,trpo,35.87,1,0
100,0,trpo,40.98,1,3
100,0,trpo,37.2,0,2
100,0,trpo,39.68,3,1
100,0,trpo,36.39,0,3
100,0,trpo,32.05,0,0
100,0,trpo,39.7,5,3
100,0,trpo,37.5,1,2
100,0,trpo,38.03,1,1
100,0,trpo,35.94,0,0
100,0,trpo,42.41,1,0
100,0,trpo,35.11,4,2
100,0,trpo,29.34,0,0
100,0,trpo,31.15,0,0
100,0,trpo,38.47,2,5
100,0,trpo,36.2,3,0
100,0,trpo,33.73,0,2
100,0,trpo,35.93,0,0
100,0,trpo,37.91,2,0
100,0,trpo,37.81,2,2
100,0,trpo,31.97,4,1
100,0,trpo,31.61,3,0
100,0,trpo,47.06,6,5
100,0,trpo,30.36,0,0
100,0,trpo,39.46,2,1
100,0,trpo,35.27,0,0
100,0,trpo,37.75,2,2
100,0,trpo,34.57,2,1
100,0,trpo,37.22,0,2
100,0,trpo,34.47,2,0
100,0,trpo,45.4,7,6
100,0,trpo,33.08,0,0
100,0,trpo,40.05,5,5
100,0,trpo,36.27,1,4
100,0,trpo,33.48,2,3
100,0,trpo,32.14,2,1
100,0,trpo,29.97,0,2
100,0,trpo,40.64,2,3
100,0,trpo,39.39,0,0
100,0,trpo,36.43,1,0
100,0,trpo,33.64,0,0
100,0,trpo,30.71,0,0
100,0,trpo,44.59,4,4
100,0,trpo,40.06,4,4
100,0,trpo,42.87,3,6
100,0,trpo,41.3,1,2
100,0,trpo,29.79,1,1
100,0,trpo,35.38,1,1
100,0,trpo,35.35,2,3
100,0,trpo,29.7,0,0
100,0,trpo,39.59,0,0
100,0,trpo,41.71,4,3
100,0,trpo,33.8,0,0
100,0,trpo,35.63,0,2
100,0,trpo,33.26,0,0
100,0,trpo,38.89,3,4
100,0,trpo,36.52,8,1
100,0,trpo,35.18,2,1
100,0,trpo,36.44,0,0
100,0,trpo,36.21,4,2
100,0,trpo,40.43,2,0
100,0,trpo,33.56,0,0
100,0,trpo,36.93,0,0
100,0,trpo,29.46,0,0
100,0,trpo,40.46,3,2
100,0,trpo,34.59,0,2
100,0,trpo,36.16,1,0
100,0,trpo,33.44,2,3
100,0,trpo,30.41,0,0
100,0,trpo,32.12,0,0
100,0,trpo,31.39,2,0
100,0,trpo,42.02,7,2
100,0,trpo,36.86,1,1
100,0,trpo,38.53,3,1
100,0,trpo,39.06,1,1
100,0,trpo,43.68,3,2
100,0,trpo,35.78,0,1
100,0,trpo,37.86,3,1
100,0,trpo,49.44,3,3
100,0,trpo,38.95,1,2
100,0,trpo,33.15,3,0
100,0,trpo,34.52,0,3
100,0,trpo,38.28,2,1
100,0,trpo,29.63,0,0
100,0,trpo,30.24,0,0
100,0,trpo,32.63,3,0
100,0,trpo,42.06,3,1
100,0,trpo,40.51,4,1
100,0,trpo,32.45,0,0
100,0,trpo,36.36,0,0
100,0,trpo,47.38,6,2
100,0,trpo,39.22,2,1
100,0,trpo,29.36,0,0
100,0,trpo,32.11,0,0
100,0,trpo,30.75,0,0
100,0,trpo,31.12,1,0
100,0,trpo,36.81,0,3
100,0,trpo,43.31,1,1
100,0,trpo,38.91,0,0
100,0,trpo,36.1,1,1
100,0,trpo,38.06,0,0
100,0,trpo,45.76,4,5
100,0,trpo,36.99,2,2
100,0,trpo,34.43,0,0
100,0,trpo,41.67,3,0
100,0,trpo,38.37,4,0
100,0,trpo,35.15,0,1
100,0,trpo,41.88,0,0
100,0,trpo,36.19,0,3
100,0,trpo,32.89,1,2
100,0,trpo,35.27,0,2
100,0,trpo,39.13,3,1
100,0,trpo,33.16,1,1
100,0,trpo,35.28,0,0
100,0,trpo,38.07,1,1
100,0,trpo,38.52,3,0
100,0,trpo,42.41,4,4
100,0,trpo,38.55,1,1
100,0,trpo,38.4,2,0
100,0,trpo,36.68,6,1
100,0,trpo,36.1,2,2
100,0,trpo,42.49,4,3
100,0,trpo,33.01,0,0
100,0,trpo,36.08,5,4
100,0,trpo,31.12,0,0
100,0,trpo,35.92,0,2
100,0,trpo,41.84,1,1
100,0,trpo,41.07,2,2
100,0,trpo,42.51,1,0
100,0,trpo,31.23,1,1
100,0,trpo,35.6,0,0
100,0,trpo,33.62,0,0
100,0,trpo,31.88,1,1
100,0,trpo,44.91,4,3
100,0,trpo,30.41,0,0
100,0,trpo,34.47,6,1
100,0,trpo,31.78,0,0
100,0,trpo,34.27,2,2
100,0,trpo,38.18,0,3
100,0,trpo,41.29,4,5
100,0,trpo,36.63,0,4
100,0,trpo,39.23,3,1
100,0,trpo,36.28,0,0
100,0,trpo,33.63,4,3
100,0,trpo,45.68,3,1
100,0,trpo,32.39,4,3
100,0,trpo,33.03,0,0
100,0,trpo,31.3,0,0
100,0,trpo,31.28,0,0
100,0,trpo,39.69,4,0
100,0,trpo,39.91,0,2
100,0,trpo,35.41,0,1
100,0,trpo,38.79,0,0
100,0,trpo,34.19,0,0
100,0,trpo,38.27,0,0
100,0,trpo,36.78,0,2
100,0,trpo,31.63,1,1
100,0,trpo,38.95,5,2
100,0,trpo,34.17,3,0
100,0,trpo,37.35,1,2
100,0,trpo,41.06,0,0
100,0,trpo,39.93,2,3
100,0,trpo,56.95,4,8
100,0,trpo,35.07,0,0
100,0,trpo,40.09,0,4
100,0,trpo,38.54,0,0
100,0,trpo,43.53,2,3
100,0,trpo,35.75,1,4
100,0,trpo,32.9,6,0
100,0,trpo,39.77,3,1
100,0,trpo,38.09,1,4
100,0,trpo,32.38,0,0
100,0,trpo,37.46,3,0
100,0,trpo,34.1,1,1
50,0,dqn,24.03,244,108
50,0,dqn,24.11,252,122
50,0,dqn,22.6,208,105
50,0,dqn,26.0,238,131
50,0,dqn,24.81,245,90
50,0,dqn,26.56,241,94
50,0,dqn,25.2,221,110
50,0,dqn,24.65,221,99
50,0,dqn,27.22,225,97
50,0,dqn,25.59,225,116
50,0,dqn,28.1,238,89
50,0,dqn,25.26,236,110
50,0,dqn,23.84,213,108
50,0,dqn,25.75,241,100
50,0,dqn,25.39,233,128
50,0,dqn,25.01,235,81
50,0,dqn,24.55,204,100
50,0,dqn,24.69,237,108
50,0,dqn,25.93,273,104
50,0,dqn,27.11,269,117
50,0,dqn,24.42,241,114
50,0,dqn,22.46,240,92
50,0,dqn,22.97,245,118
50,0,dqn,22.77,235,108
50,0,dqn,23.37,237,107
50,0,dqn,21.9,216,120
50,0,dqn,26.88,243,106
50,0,dqn,26.44,265,99
50,0,dqn,22.5,228,104
50,0,dqn,27.37,255,111
50,0,dqn,24.77,224,104
50,0,dqn,25.83,224,94
50,0,dqn,25.83,239,134
50,0,dqn,25.58,221,99
50,0,dqn,24.32,191,117
50,0,dqn,23.25,247,95
50,0,dqn,23.4,237,124
50,0,dqn,24.07,217,87
50,0,dqn,25.23,205,97
50,0,dqn,24.93,224,75
50,0,dqn,24.36,228,108
50,0,dqn,25.5,227,89
50,0,dqn,26.74,253,106
50,0,dqn,25.9,241,103
50,0,dqn,24.93,222,100
50,0,dqn,28.32,239,102
50,0,dqn,25.77,246,109
50,0,dqn,22.36,212,100
50,0,dqn,25.93,251,98
50,0,dqn,24.32,229,89
50,0,dqn,24.49,213,92
50,0,dqn,25.67,242,106
50,0,dqn,25.99,248,115
50,0,dqn,24.45,230,104
50,0,dqn,25.73,238,103
50,0,dqn,27.97,268,107
50,0,dqn,23.46,238,124
50,0,dqn,26.92,232,111
50,0,dqn,24.79,232,100
50,0,dqn,23.56,250,83
50,0,dqn,23.93,210,120
50,0,dqn,25.01,234,94
50,0,dqn,22.42,212,91
50,0,dqn,26.86,253,105
50,0,dqn,24.35,239,98
50,0,dqn,26.35,228,113
50,0,dqn,25.68,261,88
50,0,dqn,24.29,229,124
50,0,dqn,25.02,236,111
50,0,dqn,29.37,231,102
50,0,dqn,26.2,244,96
50,0,dqn,24.83,222,116
50,0,dqn,24.7,240,97
50,0,dqn,21.52,225,82
50,0,dqn,24.84,246,120
50,0,dqn,24.54,249,111
50,0,dqn,23.4,226,106
50,0,dqn,26.99,233,110
50,0,dqn,28.7,282,114
50,0,dqn,24.39,237,102
50,0,dqn,25.65,243,115
50,0,dqn,27.05,228,97
50,0,dqn,28.21,266,100
50,0,dqn,26.11,221,106
50,0,dqn,26.17,251,112
50,0,dqn,24.5,228,108
50,0,dqn,25.02,267,100
50,0,dqn,24.85,223,93
50,0,dqn,25.64,250,99
50,0,dqn,25.37,240,95
50,0,dqn,26.47,243,101
50,0,dqn,26.9,238,89
50,0,dqn,24.1,233,97
50,0,dqn,25.49,208,111
50,0,dqn,26.2,279,104
50,0,dqn,22.52,209,102
50,0,dqn,25.57,240,119
50,0,dqn,26.2,277,106
50,0,dqn,28.17,244,97
50,0,dqn,25.99,207,124
50,0,dqn,23.17,239,104
50,0,dqn,26.24,256,110
50,0,dqn,24.21,257,107
50,0,dqn,26.74,234,107
50,0,dqn,26.98,228,112
50,0,dqn,23.36,245,114
50,0,dqn,25.94,233,89
50,0,dqn,25.67,240,110
50,0,dqn,26.43,269,93
50,0,dqn,25.72,250,120
50,0,dqn,26.15,243,111
50,0,dqn,25.43,226,119
50,0,dqn,23.38,235,111
50,0,dqn,23.06,223,88
50,0,dqn,24.44,250,98
50,0,dqn,26.58,224,118
50,0,dqn,23.5,242,98
50,0,dqn,23.98,239,96
50,0,dqn,26.34,228,114
50,0,dqn,24.64,224,108
50,0,dqn,21.93,235,100
50,0,dqn,26.49,241,95
50,0,dqn,27.41,216,104
50,0,dqn,25.58,260,88
50,0,dqn,23.05,202,100
50,0,dqn,28.18,227,103
50,0,dqn,25.02,241,109
50,0,dqn,25.62,254,116
50,0,dqn,25.57,218,111
50,0,dqn,24.17,227,118
50,0,dqn,26.27,254,100
50,0,dqn,25.28,236,105
50,0,dqn,24.48,212,105
50,0,dqn,25.93,242,104
50,0,dqn,25.33,230,110
50,0,dqn,23.6,237,95
50,0,dqn,26.05,242,114
50,0,dqn,22.6,235,106
50,0,dqn,27.34,225,117
50,0,dqn,25.7,235,108
50,0,dqn,24.31,231,102
50,0,dqn,27.07,237,93
50,0,dqn,26.68,253,102
50,0,dqn,22.47,237,109
50,0,dqn,26.06,223,81
50,0,dqn,24.15,235,88
50,0,dqn,24.78,214,110
50,0,dqn,27.02,262,126
50,0,dqn,23.0,250,96
50,0,dqn,25.54,259,102
50,0,dqn,25.53,245,98
50,0,dqn,25.67,245,96
50,0,dqn,25.29,257,93
50,0,dqn,22.94,226,107
50,0,dqn,24.83,242,89
50,0,dqn,25.72,249,107
50,0,dqn,25.11,235,89
50,0,dqn,27.15,196,94
50,0,dqn,26.68,245,125
50,0,dqn,23.82,197,100
50,0,dqn,26.18,232,94
50,0,dqn,27.15,228,110
50,0,dqn,25.64,231,101
50,0,dqn,27.63,219,118
50,0,dqn,25.82,223,119
50,0,dqn,23.37,244,105
50,0,dqn,26.63,241,108
50,0,dqn,24.54,256,105
50,0,dqn,24.95,225,115
50,0,dqn,23.18,229,112
50,0,dqn,25.01,231,118
50,0,dqn,23.26,241,91
50,0,dqn,24.72,225,130
50,0,dqn,25.32,209,117
50,0,dqn,27.0,244,96
50,0,dqn,24.31,257,109
50,0,dqn,23.72,228,89
50,0,dqn,25.13,239,86
50,0,dqn,23.83,224,115
50,0,dqn,24.07,242,75
50,0,dqn,26.6,236,97
50,0,dqn,25.41,207,93
50,0,dqn,25.13,261,101
50,0,dqn,23.09,229,88
50,0,dqn,26.09,235,97
50,0,dqn,24.17,250,106
50,0,dqn,24.4,248,92
50,0,dqn,24.3,235,91
50,0,dqn,22.96,231,104
50,0,dqn,26.34,209,116
50,0,dqn,25.2,229,86
50,0,dqn,26.71,241,121
50,0,dqn,26.99,238,97
50,0,dqn,24.79,243,101
50,0,dqn,24.51,235,110
50,0,dqn,26.69,269,136
50,0,dqn,26.06,256,99
50,0,dqn,25.59,210,109
50,0,dqn,24.07,250,96
50,0,dqn,25.67,244,106
50,0,dqn,25.49,244,106
50,0,dqn,28.18,236,105
50,0,dqn,23.98,213,108
50,0,dqn,21.74,197,101
50,0,dqn,22.0,208,99
50,0,dqn,25.07,231,106
50,0,dqn,23.2,206,101
50,0,dqn,27.62,252,98
50,0,dqn,25.38,264,86
50,0,dqn,25.6,220,116
50,0,dqn,25.49,269,109
50,0,dqn,25.91,225,100
50,0,dqn,23.92,209,113
50,0,dqn,26.5,216,114
50,0,dqn,26.3,232,92
50,0,dqn,26.41,233,113
50,0,dqn,25.67,233,116
50,0,dqn,27.41,255,97
50,0,dqn,25.59,235,117
50,0,dqn,27.53,245,111
50,0,dqn,25.27,235,123
50,0,dqn,25.26,245,105
50,0,dqn,25.25,196,119
50,0,dqn,25.82,234,102
50,0,dqn,24.86,244,112
50,0,dqn,25.6,251,114
50,0,dqn,23.27,193,113
50,0,dqn,23.84,218,98
50,0,dqn,24.85,263,116
50,0,dqn,24.73,236,98
50,0,dqn,26.58,243,107
50,0,dqn,24.92,208,103
50,0,dqn,26.12,239,104
50,0,dqn,23.55,248,122
50,0,dqn,26.47,249,107
50,0,dqn,24.72,243,97
50,0,dqn,24.76,234,107
50,0,dqn,25.64,244,101
50,0,dqn,25.2,245,101
50,0,dqn,24.98,247,81
50,0,dqn,24.68,237,112
50,0,dqn,25.71,240,109
50,0,dqn,26.32,233,91
50,0,dqn,24.34,226,86
50,0,dqn,22.93,212,109
50,0,dqn,24.0,230,94
50,0,dqn,24.66,241,103
50,0,dqn,27.09,212,105
50,0,dqn,26.18,236,82
50,0,dqn,22.86,226,93
50,0,dqn,25.13,266,99
50,0,dqn,26.97,252,136
50,0,dqn,25.01,193,107
50,0,dqn,26.32,221,124
50,0,dqn,29.36,226,111
50,0,dqn,24.46,214,99
50,0,dqn,25.99,222,105
50,0,dqn,24.57,228,98
50,0,dqn,24.81,247,100
50,0,dqn,25.95,238,102
50,0,dqn,27.26,238,115
50,0,dqn,25.55,241,125
50,0,dqn,23.89,223,113
50,0,dqn,23.3,225,103
50,0,dqn,25.18,225,114
50,0,dqn,23.25,205,103
50,0,dqn,24.42,234,105
50,0,dqn,23.25,220,106
50,0,dqn,24.1,225,91
50,0,dqn,24.17,237,94
