step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,5.680054331736627,0,0.0,0.46585341227536475,0,0.0,False,,
10.0,0,0.0,0.0,6.2552583268857935,0,0.0,0.49269891997972015,0,0.0,False,,
15.0,0,0.0,0.0,9.709695444087304,0,0.0,0.7362356522862492,0,0.0,False,,
20.0,0,0.0,0.0,10.705653495206858,0,0.0,0.7986557130298042,0,0.0,False,,
25.0,0,0.0,0.0,9.970605821240209,0,0.0,0.8026062905806649,0,0.0,False,,
30.0,2,5.0,0.38461538461538464,7.996928142622538,2,5.0,0.3761645462791192,2,5.0,False,,
35.0,1,1.0,0.07142857142857142,8.642625122701741,1,5.0,0.46501409805095634,1,5.0,False,,
40.0,2,9.0,0.6428571428571429,10.34333787179104,2,9.0,0.6438850418475816,2,9.0,False,,
45.0,2,19.0,1.5833333333333333,8.01879649568298,2,19.0,0.5200348245151528,2,19.0,False,,
50.0,4,33.0,2.5384615384615383,6.33159642150326,4,33.0,0.3564894064926221,4,33.0,False,,
55.0,2,8.0,0.6153846153846154,7.519169997851032,2,31.0,0.4444430288276022,2,31.0,False,,
60.0,1,0.0,0.0,8.96575511530779,1,9.0,0.5191774654839509,1,9.0,False,,
65.0,3,4.0,0.2857142857142857,7.105345596250174,3,13.0,0.3260365832891853,3,13.0,False,,
70.0,3,17.0,1.3076923076923077,8.759066633281783,3,26.0,0.45797279464205964,3,26.0,False,,
75.0,0,0.0,0.0,9.064546549010213,0,19.0,0.6517981923728627,0,19.0,False,,
80.0,0,0.0,0.0,11.031211454773548,0,0.0,0.9225374030955192,0,0.0,False,,
85.0,0,0.0,0.0,9.779980037564465,0,0.0,0.5661699403848722,0,0.0,False,,
90.0,1,3.0,0.2727272727272727,9.381346246627594,1,3.0,0.4351348132337451,1,3.0,False,,
95.0,1,0.0,0.0,8.32549101328481,1,3.0,0.5042361952303654,1,3.0,False,,
100.0,0,0.0,0.0,10.12401727587002,0,0.0,0.717917361603076,0,0.0,False,,
105.0,0,0.0,0.0,9.248065661953758,0,0.0,0.663051737176471,0,0.0,False,,
110.0,0,0.0,0.0,11.336549337470764,0,0.0,0.8684479219104208,0,0.0,False,,
115.0,0,0.0,0.0,9.995755869190972,0,0.0,0.6147101333911377,0,0.0,False,,
120.0,3,10.0,1.1111111111111112,8.255377658656665,3,10.0,0.34847424049944187,3,10.0,False,,
125.0,1,0.0,0.0,6.709959989533316,1,12.0,0.21931558745310187,1,12.0,False,,
130.0,0,0.0,0.0,10.70520642438172,0,0.0,0.6427975619743493,0,0.0,False,,
135.0,0,0.0,0.0,12.573259213310191,0,0.0,0.933380189920095,0,0.0,False,,
140.0,0,0.0,0.0,9.969939877696817,0,1.0,0.6732721387498501,0,1.0,False,,
145.0,2,2.0,0.2,8.0486743128252,2,3.0,0.6004380107734859,2,3.0,False,,
150.0,0,0.0,0.0,9.488000336893139,0,3.0,0.707799761705641,0,3.0,False,,
155.0,0,0.0,0.0,11.101064039545633,0,1.0,0.7166217066429412,0,1.0,False,,
160.0,3,1.0,0.07692307692307693,8.547617154207181,2,0.0,0.5156955669980674,2,0.0,False,,
165.0,0,0.0,0.0,9.892608722414678,0,0.0,0.5429742146604203,0,0.0,False,,
170.0,1,0.0,0.0,9.645325457033017,1,1.0,0.5674514103057839,1,1.0,False,,
175.0,0,0.0,0.0,10.886141933024648,0,0.0,0.6559777212971155,0,0.0,False,,
180.0,1,0.0,0.0,9.82075330391378,1,0.0,0.6428197139007272,1,0.0,False,,
185.0,0,0.0,0.0,10.998237518738401,0,0.0,0.7182213162529291,0,0.0,False,,
190.0,0,0.0,0.0,9.695068367314876,0,0.0,0.5620440171246848,0,0.0,False,,
195.0,0,0.0,0.0,11.084851285537564,0,0.0,0.6590932719724556,0,0.0,False,,
200.0,1,0.0,0.0,11.280156530485321,1,0.0,0.6933791361638124,1,0.0,False,,
205.0,1,0.0,0.0,10.554133145868873,1,0.0,0.6451502683623505,1,0.0,False,,
210.0,0,0.0,0.0,9.104156947241867,0,1.0,0.6001392648247289,0,1.0,False,,
215.0,3,5.0,0.3333333333333333,9.190596346017552,3,5.0,0.555472302632841,3,5.0,False,,
220.0,1,2.0,0.125,8.295701979624068,1,10.0,0.47748745369028345,1,10.0,False,,
225.0,2,11.0,0.8461538461538461,8.260254166467375,2,11.0,0.4457080077542997,2,11.0,False,,
230.0,1,1.0,0.0625,6.720542051917975,1,4.0,0.3586241901045741,1,4.0,False,,
235.0,1,0.0,0.0,10.245372128563446,1,1.0,0.6976682986985903,1,1.0,False,,
240.0,2,1.0,0.06666666666666667,10.2431069268611,2,2.0,0.6456368548469031,2,2.0,False,,
245.0,1,6.0,0.375,10.38111821155928,1,7.0,0.6734517428959822,1,7.0,False,,
250.0,1,0.0,0.0,9.267908805566593,1,0.0,0.5747920098328881,1,0.0,False,,
255.0,2,4.0,0.3333333333333333,9.587277583775322,2,4.0,0.4807046084090036,2,4.0,False,,
260.0,1,0.0,0.0,9.605909877987894,1,0.0,0.5647467801188677,1,0.0,False,,
265.0,2,5.0,0.38461538461538464,9.39480931016314,2,5.0,0.5160574411799923,2,5.0,False,,
270.0,1,10.0,1.0,10.09827767635343,1,10.0,0.681301296990553,1,10.0,False,,
275.0,0,0.0,0.0,8.663671650003648,0,0.0,0.49010883900929025,0,0.0,False,,
280.0,1,4.0,0.4,11.147002437124536,1,4.0,0.7532023647843786,1,4.0,False,,
285.0,1,0.0,0.0,8.271720134823992,1,0.0,0.4847302978648834,1,0.0,False,,
290.0,2,7.0,0.7777777777777778,8.300999733416127,2,7.0,0.4659707036621575,2,7.0,False,,
295.0,0,0.0,0.0,8.100232682617518,0,6.0,0.5008876750033743,0,6.0,False,,
300.0,0,0.0,0.0,13.302960005242662,0,0.0,0.9748452534753276,0,0.0,False,,
305.0,0,0.0,0.0,13.121151438295222,0,0.0,0.9533909028175009,0,0.0,False,,
310.0,0,0.0,0.0,8.329241438859665,0,0.0,0.11845125274743594,0,0.0,False,,
