step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,4.018786159832962,0,0.0,0.2720284478670563,0,0.0,False,,
10.0,0,0.0,0.0,9.883344863121817,0,0.0,0.7082619159165862,0,0.0,False,,
15.0,0,0.0,0.0,10.117797059239708,0,0.0,0.7485870057502582,0,0.0,False,,
20.0,0,0.0,0.0,9.822558982875607,0,0.0,0.6653950898677568,0,0.0,False,,
25.0,0,0.0,0.0,11.715956037559854,0,0.0,0.8098415415457358,0,0.0,False,,
30.0,1,2.0,0.25,10.114860204679875,1,2.0,0.6016026520383314,1,2.0,False,,
35.0,0,0.0,0.0,8.70676923991285,0,0.0,0.6249284252182086,0,0.0,False,,
40.0,1,3.0,0.3333333333333333,8.704815391383153,1,3.0,0.4696154485286293,1,3.0,False,,
45.0,1,0.0,0.0,9.071979830619558,1,2.0,0.5842267881527173,1,2.0,False,,
50.0,0,0.0,0.0,10.956871461384884,0,0.0,0.7697598580071424,0,0.0,False,,
55.0,0,0.0,0.0,8.762081758819798,0,0.0,0.5587486022483407,0,0.0,False,,
60.0,1,4.0,0.4,9.32360882064971,1,4.0,0.6804349080102831,1,4.0,False,,
65.0,1,9.0,1.0,9.438961789957864,1,9.0,0.6672024011615121,1,9.0,False,,
70.0,1,1.0,0.1,7.355095233970016,1,3.0,0.46470002847762837,1,3.0,False,,
75.0,2,9.0,0.9,7.9821638686711625,2,9.0,0.2644217874646539,2,9.0,False,,
80.0,0,0.0,0.0,8.880354560340306,0,6.0,0.4387266033049637,0,6.0,False,,
85.0,0,0.0,0.0,11.000908182338014,0,0.0,0.7338793677090987,0,0.0,False,,
90.0,1,2.0,0.25,9.771695108330473,1,2.0,0.7296076514312648,1,2.0,False,,
95.0,1,7.0,0.875,8.694955179492887,1,7.0,0.6280067980776126,1,7.0,False,,
100.0,2,15.0,2.5,6.366225118521008,2,15.0,0.4038350542930127,2,15.0,False,,
