step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,1,0.0,0.0,0.0,1,0.0,0.0,1,0.0,False,,
10.0,0,0.0,0.0,9.037166083394549,0,0.0,0.7008767726939138,0,0.0,False,,
15.0,0,0.0,0.0,7.203984314841073,0,0.0,0.5529935923559974,0,0.0,False,,
20.0,0,0.0,0.0,6.741437156078101,0,0.0,0.5029800308060549,0,0.0,False,,
25.0,2,0.0,0.0,6.019014311213147,2,0.0,0.45412170345393976,2,0.0,False,,
30.0,1,0.0,0.0,8.344651759416912,1,0.0,0.5780601828019117,1,0.0,False,,
35.0,0,0.0,0.0,9.685700118454141,0,0.0,0.6884895363164845,0,0.0,False,,
40.0,1,5.0,0.4166666666666667,10.301208086037716,1,5.0,0.7310358583130541,1,5.0,False,,
45.0,1,1.0,0.09090909090909091,8.986211746785104,1,4.0,0.6879642450384456,1,4.0,False,,
50.0,2,8.0,0.7272727272727273,8.46853772874547,2,8.0,0.21010922362861695,2,8.0,False,,
55.0,1,1.0,0.1,8.726494195703312,1,7.0,0.12984428950688476,1,7.0,False,,
60.0,1,0.0,0.0,10.56282418893633,1,1.0,0.41420113367793165,1,1.0,False,,
65.0,1,4.0,0.5714285714285714,10.549518877113732,1,5.0,0.5441032704107681,1,5.0,False,,
70.0,1,9.0,1.5,9.407813983653513,1,10.0,0.5534331312040375,1,10.0,False,,
75.0,0,0.0,0.0,7.213784618833036,0,0.0,0.5251453490497354,0,0.0,False,,
80.0,2,2.0,0.2222222222222222,9.1446604552252,2,2.0,0.5643534232870512,2,2.0,False,,
85.0,0,0.0,0.0,10.713709935051881,0,0.0,0.7690231168782345,0,0.0,False,,
90.0,0,0.0,0.0,9.704554268035572,0,0.0,0.6051169090158337,0,0.0,False,,
95.0,1,0.0,0.0,10.182059632459243,1,0.0,0.6975427219634703,1,0.0,False,,
100.0,0,0.0,0.0,11.812964422317604,0,0.0,0.8056228678728813,0,0.0,False,,
105.0,1,0.0,0.0,12.002954194676617,1,0.0,0.7867861058606983,1,0.0,False,,
110.0,1,1.0,0.1,10.920665016996113,1,1.0,0.6484198755488799,1,1.0,False,,
115.0,1,6.0,0.6,8.891112395760604,1,6.0,0.4079006702261916,1,6.0,False,,
120.0,0,0.0,0.0,8.740255967567926,0,0.0,0.5342126900709938,0,0.0,False,,
125.0,2,2.0,0.15384615384615385,8.813028969760975,2,2.0,0.5501198789108144,2,2.0,False,,
130.0,1,0.0,0.0,9.122888927320238,1,0.0,0.6183058453367782,1,0.0,False,,
135.0,1,0.0,0.0,11.18440209768255,1,0.0,0.7771142586932767,1,0.0,False,,
140.0,2,1.0,0.08333333333333333,9.54555842384268,2,1.0,0.5698426437481834,2,1.0,False,,
145.0,4,11.0,0.9166666666666666,5.951838300768088,4,11.0,0.29413965285557064,4,11.0,False,,
150.0,1,3.0,0.25,5.868670800659242,1,15.0,0.41367247087347914,1,15.0,False,,
155.0,0,0.0,0.0,10.364256267393174,0,3.0,0.7275516700786383,0,3.0,False,,
160.0,2,4.0,0.3333333333333333,8.749725285493954,2,7.0,0.4775435816507644,2,7.0,False,,
165.0,3,16.0,1.2307692307692308,8.790861023740097,3,19.0,0.4752112016002235,3,19.0,False,,
170.0,0,0.0,0.0,8.79294040835482,0,15.0,0.5145398772921201,0,15.0,False,,
175.0,1,0.0,0.0,10.348666293350348,1,0.0,0.532429190415258,1,0.0,False,,
180.0,0,0.0,0.0,11.089391614575701,0,0.0,0.7585632000112078,0,0.0,False,,
185.0,0,0.0,0.0,12.551167275368663,0,0.0,0.9543711229932653,0,0.0,False,,
190.0,1,0.0,0.0,9.554672392807666,1,0.0,0.5512586593396002,1,0.0,False,,
195.0,1,3.0,0.42857142857142855,7.987069320169885,1,3.0,0.6334821111564163,1,3.0,False,,
