step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,False,,
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,False,,
15.0,0,0.0,0.0,5.935894879372791,0,0.0,0.41599361753662734,0,0.0,False,,
20.0,1,0.0,0.0,5.302411233318349,1,0.0,0.36939540404753146,1,0.0,False,,
25.0,0,0.0,0.0,8.237514397537524,0,0.0,0.5815554364166954,0,0.0,False,,
30.0,0,0.0,0.0,10.753389613794601,0,0.0,0.770715638510448,0,0.0,False,,
35.0,0,0.0,0.0,10.61236097519761,0,0.0,0.7569195996891318,0,0.0,False,,
40.0,1,0.0,0.0,8.82297387882749,1,0.0,0.5226631282772393,1,0.0,False,,
45.0,0,0.0,0.0,10.324752167234918,0,1.0,0.695461507225947,0,1.0,False,,
50.0,0,0.0,0.0,8.08813206522291,0,0.0,0.40853646874930066,0,0.0,False,,
55.0,2,1.0,0.0625,8.281575025854007,1,0.0,0.5575723705243107,1,0.0,False,,
60.0,0,0.0,0.0,9.895809675792854,0,0.0,0.6608625277245032,0,0.0,False,,
65.0,1,0.0,0.0,10.61858417426335,1,0.0,0.7439824501434941,1,0.0,False,,
70.0,1,3.0,0.1875,9.442430969509173,1,3.0,0.5653158668224998,1,3.0,False,,
75.0,1,3.0,0.2,7.928999921866536,1,3.0,0.45716636484166473,1,3.0,False,,
80.0,5,17.0,1.0625,7.54476255247822,5,17.0,0.4313239482352542,5,17.0,False,,
85.0,1,6.0,0.42857142857142855,8.296666183665582,1,21.0,0.5722261740368013,1,21.0,False,,
90.0,2,4.0,0.23529411764705882,8.561447107036697,2,10.0,0.5156110217882267,2,10.0,False,,
95.0,1,9.0,0.6,10.235909826557151,1,9.0,0.7716319083356549,1,9.0,False,,
100.0,1,14.0,0.9333333333333333,8.599984012767516,1,14.0,0.46844380025439186,1,14.0,False,,
105.0,1,0.0,0.0,8.09117348112851,1,3.0,0.47126151482002804,1,3.0,False,,
110.0,1,2.0,0.18181818181818182,10.155908720848347,1,2.0,0.5434189937818812,1,2.0,False,,
115.0,1,4.0,0.4,9.78069464745009,1,4.0,0.4824977983960733,1,4.0,False,,
120.0,1,9.0,0.8181818181818182,9.71863747290454,1,9.0,0.5508005687621559,1,9.0,False,,
125.0,1,0.0,0.0,7.6779473027764995,1,1.0,0.4863304354726825,1,1.0,False,,
130.0,1,5.0,0.45454545454545453,10.157148361248842,1,6.0,0.7016101646867061,1,6.0,False,,
135.0,0,0.0,0.0,10.432425634758403,0,1.0,0.7369365239665068,0,1.0,False,,
140.0,3,5.0,0.4166666666666667,8.681685799467653,3,6.0,0.4331113576261093,3,6.0,False,,
145.0,1,0.0,0.0,7.805749742703438,1,2.0,0.3810991081953478,1,2.0,False,,
150.0,0,0.0,0.0,9.397184518434006,0,1.0,0.43296080665333464,0,1.0,False,,
155.0,0,0.0,0.0,11.92341260040668,0,1.0,0.819653147511195,0,1.0,False,,
160.0,0,0.0,0.0,10.022922152342291,0,1.0,0.6025036240176834,0,1.0,False,,
165.0,1,0.0,0.0,8.346521809851614,1,0.0,0.5220838012419148,1,0.0,False,,
170.0,1,0.0,0.0,10.317700126701814,1,0.0,0.6309626665219107,1,0.0,False,,
175.0,0,0.0,0.0,11.272816800629059,0,0.0,0.6295973803497414,0,0.0,False,,
180.0,0,0.0,0.0,11.17096626216676,0,0.0,0.706127518844298,0,0.0,False,,
185.0,1,0.0,0.0,10.772353519532064,1,0.0,0.7893386166082402,1,0.0,False,,
190.0,1,0.0,0.0,10.984594861369018,1,0.0,0.6594199558475553,1,0.0,False,,
195.0,1,0.0,0.0,9.890370854963084,1,0.0,0.5946915116093447,1,0.0,False,,
200.0,3,7.0,0.5833333333333334,8.511771604824053,3,7.0,0.559616578945579,3,7.0,False,,
205.0,0,0.0,0.0,6.820595461264756,0,5.0,0.4705928219779953,0,5.0,False,,
210.0,1,5.0,0.38461538461538464,10.148882097562266,1,5.0,0.6768309381096972,1,5.0,False,,
215.0,1,0.0,0.0,9.024220065771118,1,3.0,0.5546631003529677,1,3.0,False,,
220.0,1,3.0,0.17647058823529413,8.933044411501402,1,3.0,0.4369746726985601,1,3.0,False,,
225.0,3,14.0,0.8235294117647058,8.093027770868936,3,14.0,0.40883985359871616,3,14.0,False,,
230.0,3,8.0,0.4444444444444444,6.810781450303564,3,21.0,0.3538850112351153,3,21.0,False,,
235.0,1,2.0,0.125,9.104953450210937,1,12.0,0.559434604106909,1,12.0,False,,
240.0,2,5.0,0.3333333333333333,7.772782286625448,2,15.0,0.4875259463341838,2,15.0,False,,
245.0,5,19.0,1.1875,7.220117328310446,5,29.0,0.3051575854568042,5,29.0,False,,
250.0,4,17.0,0.9444444444444444,5.641129580836549,4,38.0,0.19010944440688218,4,38.0,False,,
255.0,0,0.0,0.0,8.974389345392831,0,25.0,0.53115724432416,0,25.0,False,,
260.0,3,4.0,0.21052631578947367,8.898909154037877,3,29.0,0.5020846468224666,3,29.0,False,,
265.0,5,24.0,1.3333333333333333,7.180941322756663,5,49.0,0.400433880891354,5,49.0,False,,
270.0,5,25.0,1.4705882352941178,4.359973268310321,5,63.0,0.26477732159559986,5,63.0,False,,
275.0,3,15.0,0.8333333333333334,7.269331891873435,3,52.0,0.42253661469800274,3,52.0,False,,
280.0,3,9.0,0.42857142857142855,6.747411721044266,3,61.0,0.3655517575282187,3,61.0,False,,
285.0,5,22.0,1.1,7.733606128220963,5,63.0,0.38609996751362907,5,63.0,False,,
290.0,3,15.0,0.7894736842105263,8.823904001387703,3,56.0,0.45676579768528,3,56.0,False,,
295.0,0,0.0,0.0,8.153950126256142,0,26.0,0.3995632791141324,0,26.0,False,,
300.0,1,2.0,0.11764705882352941,8.879152903541856,1,15.0,0.5291715191780626,1,15.0,False,,
305.0,3,15.0,0.7894736842105263,8.911947594983182,3,28.0,0.44678962103950576,3,28.0,False,,
310.0,1,0.0,0.0,8.090421125544642,1,22.0,0.4524582610898333,1,22.0,False,,
315.0,0,0.0,0.0,9.294861510207264,0,0.0,0.5899412145884562,0,0.0,False,,
320.0,2,5.0,0.3125,9.300173166505104,2,5.0,0.6068289695591207,2,5.0,False,,
325.0,6,23.0,1.3529411764705883,7.739740673625253,6,23.0,0.40921655960107367,6,23.0,False,,
330.0,4,15.0,0.9375,6.226374529354636,4,33.0,0.2397216262573844,4,33.0,False,,
335.0,1,3.0,0.21428571428571427,9.177028238570426,1,21.0,0.44380207214263206,1,21.0,False,,
340.0,2,5.0,0.3333333333333333,8.850892656218994,2,23.0,0.420220729885198,2,23.0,False,,
345.0,4,19.0,1.1875,8.38756566035704,4,37.0,0.40604512578190566,4,37.0,False,,
350.0,0,0.0,0.0,8.152770439111022,0,29.0,0.4982151208127939,0,29.0,False,,
355.0,3,6.0,0.46153846153846156,9.53830282082431,3,6.0,0.5936460396932071,3,6.0,False,,
360.0,2,0.0,0.0,7.732310028592613,2,6.0,0.36739727891751217,2,6.0,False,,
365.0,2,1.0,0.0625,7.699583505408953,1,1.0,0.3961930829772867,1,1.0,False,,
370.0,0,0.0,0.0,9.922410959923436,0,1.0,0.6727480756616387,0,1.0,False,,
375.0,1,5.0,0.3333333333333333,11.255691144092925,1,6.0,0.7241710126866903,1,6.0,False,,
380.0,1,2.0,0.15384615384615385,9.306530328181204,1,3.0,0.48991774459803433,1,3.0,False,,
385.0,3,12.0,1.0909090909090908,8.180352771447277,3,12.0,0.43984256923895787,3,12.0,False,,
390.0,1,2.0,0.16666666666666666,7.989368033443035,1,14.0,0.5077579972311148,1,14.0,False,,
395.0,0,0.0,0.0,10.805427645770996,0,2.0,0.7656168695647289,0,2.0,False,,
400.0,2,4.0,0.3076923076923077,10.577048463482535,2,6.0,0.6036109218222875,2,6.0,False,,
405.0,2,9.0,0.6923076923076923,9.503888984150441,2,11.0,0.47392354221106886,2,11.0,False,,
410.0,0,0.0,0.0,10.275462481668487,0,0.0,0.7628834265950212,0,0.0,False,,
415.0,0,0.0,0.0,10.007910730909252,0,0.0,0.680901339607625,0,0.0,False,,
420.0,1,2.0,0.2,9.750777067983664,1,2.0,0.5855716644434307,1,2.0,False,,
425.0,3,13.0,1.3,7.606931803321139,3,13.0,0.4339573986982609,3,13.0,False,,
430.0,0,0.0,0.0,8.026347325031853,0,4.0,0.6055356617104931,0,4.0,False,,
435.0,1,2.0,0.2222222222222222,10.478720602628878,1,2.0,0.6726851725564936,1,2.0,False,,
440.0,0,0.0,0.0,11.03028268414165,0,0.0,0.7376053129224627,0,0.0,False,,
445.0,1,1.0,0.08333333333333333,9.975208662634993,1,1.0,0.47959849036749436,1,1.0,False,,
450.0,1,0.0,0.0,10.20973292078801,1,0.0,0.6538097814517182,1,0.0,False,,
455.0,1,0.0,0.0,9.527457902378265,1,0.0,0.5880140612422817,1,0.0,False,,
460.0,1,0.0,0.0,9.092049808245001,1,0.0,0.5893117619261814,1,0.0,False,,
465.0,0,0.0,0.0,11.72603624196853,0,0.0,0.8726090165257664,0,0.0,False,,
470.0,1,0.0,0.0,9.990047245751505,1,0.0,0.5969685133672761,1,0.0,False,,
475.0,0,0.0,0.0,10.50627969585837,0,0.0,0.631529749034727,0,0.0,False,,
480.0,0,0.0,0.0,9.366064505749907,0,0.0,0.6127776306421747,0,0.0,False,,
485.0,0,0.0,0.0,10.240136850099539,0,0.0,0.8518846342502711,0,0.0,False,,
490.0,0,0.0,0.0,9.950879064520112,0,0.0,0.5422434887828296,0,0.0,False,,
495.0,0,0.0,0.0,10.045442531253387,0,0.0,0.5813622016431272,0,0.0,False,,
500.0,0,0.0,0.0,11.069806392375495,0,0.0,0.7471146492769856,0,0.0,False,,
505.0,1,0.0,0.0,10.886208261219632,1,0.0,0.747519720580717,1,0.0,False,,
510.0,1,0.0,0.0,8.784054263948155,1,1.0,0.5657541619960178,1,1.0,False,,
515.0,1,1.0,0.07692307692307693,9.1153406900086,0,1.0,0.6497210420949531,0,1.0,False,,
520.0,2,2.0,0.13333333333333333,8.997422522596745,2,3.0,0.553765793626808,2,3.0,False,,
