step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,6.458133579490217,0,0.0,0.46845593774314853,0,0.0,False,,
10.0,1,1.0,0.14285714285714285,5.881362527014139,1,1.0,0.41255518271376246,1,1.0,False,,
15.0,0,0.0,0.0,12.081385949036184,0,1.0,0.8488676869653172,0,1.0,False,,
20.0,0,0.0,0.0,11.063556469946132,0,1.0,0.7707747388064274,0,1.0,False,,
25.0,0,0.0,0.0,6.152220254588433,0,1.0,0.46134269155519014,0,1.0,False,,
30.0,2,8.0,0.6153846153846154,8.475519774241786,2,8.0,0.5248282771810776,2,8.0,False,,
35.0,0,0.0,0.0,9.536227828135065,0,8.0,0.6248971543636004,0,8.0,False,,
40.0,0,0.0,0.0,10.717043892677989,0,0.0,0.7513084406717206,0,0.0,False,,
45.0,1,2.0,0.11764705882352941,9.330137449004393,1,2.0,0.6209296272432048,1,2.0,False,,
50.0,2,8.0,0.5,9.046689574983613,2,8.0,0.5729088037780707,2,8.0,False,,
55.0,2,1.0,0.058823529411764705,7.691016864662263,2,8.0,0.4696977048571902,2,8.0,False,,
60.0,1,3.0,0.17647058823529413,9.727238523095808,1,4.0,0.6232958255021556,1,4.0,False,,
65.0,1,1.0,0.05555555555555555,7.439809860114187,1,2.0,0.4345727151940071,1,2.0,False,,
70.0,2,9.0,0.5,9.728879458123282,2,10.0,0.6264887151822186,2,10.0,False,,
75.0,1,2.0,0.1,8.297026825174042,1,11.0,0.5070191034306297,1,11.0,False,,
80.0,1,4.0,0.19047619047619047,8.854967646434115,1,7.0,0.4928651361540294,1,7.0,False,,
85.0,0,0.0,0.0,8.318053801759364,0,1.0,0.4935824560895228,0,1.0,False,,
90.0,4,11.0,0.5789473684210527,8.93322196113749,4,11.0,0.46645749707804923,4,11.0,False,,
95.0,1,6.0,0.35294117647058826,8.605502753815461,1,18.0,0.42640349369775965,1,18.0,False,,
100.0,2,2.0,0.125,7.7976851617321365,2,10.0,0.19050246799703724,2,10.0,False,,
105.0,1,2.0,0.16666666666666666,7.739175931153461,1,4.0,0.33282406562130395,1,4.0,False,,
110.0,3,14.0,1.1666666666666667,7.229219917699428,3,16.0,0.28226021695859166,3,16.0,False,,
115.0,2,7.0,0.5833333333333334,7.507175673810582,2,22.0,0.43699768192813093,2,22.0,False,,
120.0,1,2.0,0.18181818181818182,9.198758572797834,1,5.0,0.5914633004846115,1,5.0,False,,
125.0,0,0.0,0.0,9.34391739832716,0,3.0,0.6439947108858183,0,3.0,False,,
130.0,1,5.0,0.4166666666666667,9.144693196215815,1,8.0,0.5933563421734143,1,8.0,False,,
135.0,1,1.0,0.08333333333333333,9.118523989015955,1,1.0,0.524502778478239,1,1.0,False,,
140.0,1,6.0,0.42857142857142855,9.496640070780185,1,6.0,0.4751645329246919,1,6.0,False,,
145.0,2,13.0,1.0833333333333333,8.93853140469657,2,13.0,0.5185161996130331,2,13.0,False,,
150.0,3,24.0,1.7142857142857142,7.695436201295537,3,24.0,0.45617370235853555,3,24.0,False,,
155.0,4,43.0,3.0714285714285716,6.327141651271066,4,43.0,0.44006324300522287,4,43.0,False,,
160.0,7,71.0,4.733333333333333,4.343787431563399,7,71.0,0.31110414406416426,7,71.0,False,,
165.0,10,115.0,7.666666666666667,4.19026556414351,10,115.0,0.2521458551958306,10,115.0,False,,
170.0,10,165.0,9.705882352941176,4.050996877019384,10,165.0,0.20542468608270958,10,165.0,False,,
175.0,12,218.0,11.473684210526315,4.2737002343325035,12,218.0,0.14855082366503866,12,218.0,False,,
180.0,11,273.0,14.368421052631579,5.200104101063569,11,273.0,0.22257039601770054,11,273.0,False,,
185.0,12,329.0,18.27777777777778,4.082503081087282,12,329.0,0.1531273662169448,12,329.0,False,,
190.0,6,140.0,7.368421052631579,4.5045712008285195,6,286.0,0.21619895102735792,6,286.0,False,,
195.0,2,5.0,0.2631578947368421,7.488229231514825,2,155.0,0.3602213323264369,2,155.0,False,,
200.0,3,5.0,0.2631578947368421,8.005301251374153,3,159.0,0.3832230554173938,3,159.0,False,,
205.0,5,24.0,1.3333333333333333,7.328225446989222,5,174.0,0.2643145709513525,5,174.0,False,,
210.0,8,60.0,3.75,5.429722095029719,8,210.0,0.17435890158433068,8,210.0,False,,
215.0,4,28.0,1.75,4.829216978321782,4,154.0,0.2349366285045037,4,154.0,False,,
220.0,1,5.0,0.35714285714285715,7.941319265109099,1,67.0,0.4089915700703363,1,67.0,False,,
225.0,1,1.0,0.058823529411764705,8.579491556087673,1,31.0,0.40249714718330915,1,31.0,False,,
230.0,2,9.0,0.47368421052631576,8.182159053030343,2,39.0,0.38911025499274915,2,39.0,False,,
